42=>38,1.013993,1.0,1.0
38=>42,1.013993,1.0,1.0
53=>48,1.447777,1.0,1.0
48=>53,1.447777,1.0,1.0
75=>39,1.154423,1.0,1.0
39=>75,1.154423,1.0,1.0
91=>48,2.0239890000000003,1.0,1.0
48=>91,2.0239890000000003,1.0,1.0
91=>39,1.589206,1.0,1.0
39=>91,1.589206,1.0,1.0
91=>48-39,1.012994,1.0,1.0
48=>91-39,1.010995,1.0,1.0
39=>91-48,0.576212,1.0,1.0
91-48=>39,0.576212,1.0,1.0
91-39=>48,1.010995,1.0,1.0
48-39=>91,1.012994,1.0,1.0
39=>93,0.5782109999999999,1.0,1.0
93=>39,0.5782109999999999,1.0,1.0
39=>113,0.5782109999999999,1.0,1.0
113=>39,0.5782109999999999,1.0,1.0
192=>39,1.154423,1.0,1.0
39=>192,1.154423,1.0,1.0
39=>193,0.5782109999999999,1.0,1.0
193=>39,0.5782109999999999,1.0,1.0
283=>39,1.154423,1.0,1.0
39=>283,1.154423,1.0,1.0
39=>319,0.5782109999999999,1.0,1.0
319=>39,0.5782109999999999,1.0,1.0
48=>336,1.0129940000000002,1.0,1.0
336=>48,1.0129940000000002,1.0,1.0
48=>373,1.5892060000000001,1.0,1.0
373=>48,1.5892060000000001,1.0,1.0
373=>39,1.154423,1.0,1.0
39=>373,1.154423,1.0,1.0
48=>373-39,1.010995,1.0,1.0
373=>48-39,0.578211,1.0,1.0
39=>48-373,0.576212,1.0,1.0
48-373=>39,0.576212,1.0,1.0
48-39=>373,0.578211,1.0,1.0
373-39=>48,1.010995,1.0,1.0
48=>529,1.0129940000000002,1.0,1.0
529=>48,1.0129940000000002,1.0,1.0
48=>540,1.0129940000000002,1.0,1.0
540=>48,1.0129940000000002,1.0,1.0
39=>555,0.5782109999999999,1.0,1.0
555=>39,0.5782109999999999,1.0,1.0
41=>564,0.244378,1.0,1.0
564=>41,0.244378,1.0,1.0
48=>564,1.0129940000000002,1.0,1.0
564=>48,1.0129940000000002,1.0,1.0
48=>564-41,1.010995,1.0,1.0
41=>48-564,0.242379,1.0,1.0
564=>48-41,0.001999,1.0,1.0
48-41=>564,0.001999,1.0,1.0
48-564=>41,0.242379,1.0,1.0
564-41=>48,1.010995,1.0,1.0
39=>564,0.5782109999999999,1.0,1.0
564=>39,0.5782109999999999,1.0,1.0
48=>39-564,1.010995,1.0,1.0
39=>48-564,0.576212,1.0,1.0
564=>48-39,0.001999,1.0,1.0
48-39=>564,0.001999,1.0,1.0
48-564=>39,0.576212,1.0,1.0
39-564=>48,1.010995,1.0,1.0
39=>564-41,0.576212,1.0,1.0
41=>39-564,0.242379,1.0,1.0
564=>39-41,0.001999,1.0,1.0
39-41=>564,0.001999,1.0,1.0
39-564=>41,0.242379,1.0,1.0
564-41=>39,0.576212,1.0,1.0
48=>564-39-41,1.010995,1.0,1.0
39=>564-48-41,0.576212,1.0,1.0
41=>48-39-564,0.242379,1.0,1.0
564=>48-39-41,0.001999,1.0,1.0
48-39=>564-41,0.0,1.0,1.0
48-41=>39-564,0.0,1.0,1.0
48-564=>39-41,0.0,1.0,1.0
39-41=>48-564,0.0,1.0,1.0
39-564=>48-41,0.0,1.0,1.0
564-41=>48-39,0.0,1.0,1.0
48-39-41=>564,0.001999,1.0,1.0
48-39-564=>41,0.242379,1.0,1.0
564-48-41=>39,0.576212,1.0,1.0
564-39-41=>48,1.010995,1.0,1.0
39=>697,0.5782109999999999,1.0,1.0
697=>39,0.5782109999999999,1.0,1.0
48=>788,1.0129940000000002,1.0,1.0
788=>48,1.0129940000000002,1.0,1.0
39=>893,0.5782109999999999,1.0,1.0
893=>39,0.5782109999999999,1.0,1.0
1046=>32,0.5352319999999999,1.0,1.0
32=>1046,0.5352319999999999,1.0,1.0
1048=>48,1.447777,1.0,1.0
48=>1048,1.447777,1.0,1.0
48=>1089,1.0129940000000002,1.0,1.0
1089=>48,1.0129940000000002,1.0,1.0
1104=>39,1.154423,1.0,1.0
39=>1104,1.154423,1.0,1.0
48=>1173,1.0129940000000002,1.0,1.0
1173=>48,1.0129940000000002,1.0,1.0
39=>1173,0.5782109999999999,1.0,1.0
1173=>39,0.5782109999999999,1.0,1.0
48=>39-1173,1.010995,1.0,1.0
39=>48-1173,0.576212,1.0,1.0
1173=>48-39,0.001999,1.0,1.0
48-39=>1173,0.001999,1.0,1.0
48-1173=>39,0.576212,1.0,1.0
39-1173=>48,1.010995,1.0,1.0
1183=>48,1.447777,1.0,1.0
48=>1183,1.447777,1.0,1.0
1235=>39,1.154423,1.0,1.0
39=>1235,1.154423,1.0,1.0
39=>1242,0.5782109999999999,1.0,1.0
1242=>39,0.5782109999999999,1.0,1.0
1250=>48,1.447777,1.0,1.0
48=>1250,1.447777,1.0,1.0
48=>1260,1.0129940000000002,1.0,1.0
1260=>48,1.0129940000000002,1.0,1.0
39=>1260,0.5782109999999999,1.0,1.0
1260=>39,0.5782109999999999,1.0,1.0
48=>39-1260,1.010995,1.0,1.0
39=>48-1260,0.576212,1.0,1.0
1260=>48-39,0.001999,1.0,1.0
48-39=>1260,0.001999,1.0,1.0
48-1260=>39,0.576212,1.0,1.0
39-1260=>48,1.010995,1.0,1.0
1313=>39,1.154423,1.0,1.0
39=>1313,1.154423,1.0,1.0
48=>1339,1.0129940000000002,1.0,1.0
1339=>48,1.0129940000000002,1.0,1.0
1362=>39,1.154423,1.0,1.0
39=>1362,1.154423,1.0,1.0
39=>1363,0.5782109999999999,1.0,1.0
1363=>39,0.5782109999999999,1.0,1.0
1463=>1464,1.374813,1.0,1.0
1464=>1463,1.374813,1.0,1.0
38=>1464,1.372314,1.0,1.0
1464=>38,1.372314,1.0,1.0
38=>1463-1464,0.794103,1.0,1.0
1464=>38-1463,0.578211,1.0,1.0
1463=>38-1464,0.796602,1.0,1.0
38-1464=>1463,0.796602,1.0,1.0
38-1463=>1464,0.578211,1.0,1.0
1463-1464=>38,0.794103,1.0,1.0
1464=>39,1.154423,1.0,1.0
39=>1464,1.154423,1.0,1.0
38=>1464-39,0.794103,1.0,1.0
1464=>38-39,0.578211,1.0,1.0
39=>38-1464,0.576212,1.0,1.0
38-1464=>39,0.576212,1.0,1.0
38-39=>1464,0.578211,1.0,1.0
1464-39=>38,0.794103,1.0,1.0
1463=>1464-39,0.796602,1.0,1.0
1464=>1463-39,0.578211,1.0,1.0
39=>1463-1464,0.576212,1.0,1.0
1463-1464=>39,0.576212,1.0,1.0
1463-39=>1464,0.578211,1.0,1.0
1464-39=>1463,0.796602,1.0,1.0
1463=>38-1464-39,0.796602,1.0,1.0
1464=>1463-39-38,0.578211,1.0,1.0
38=>1463-1464-39,0.794103,1.0,1.0
39=>1463-1464-38,0.576212,1.0,1.0
1463-1464=>38-39,0.0,1.0,1.0
1463-38=>1464-39,0.0,1.0,1.0
1463-39=>38-1464,0.0,1.0,1.0
38-1464=>1463-39,0.0,1.0,1.0
1464-39=>38-1463,0.0,1.0,1.0
38-39=>1463-1464,0.0,1.0,1.0
1463-1464-38=>39,0.576212,1.0,1.0
1463-1464-39=>38,0.794103,1.0,1.0
1463-39-38=>1464,0.578211,1.0,1.0
38-1464-39=>1463,0.796602,1.0,1.0
1470=>48,1.447777,1.0,1.0
48=>1470,1.447777,1.0,1.0
1547=>39,1.154423,1.0,1.0
39=>1547,1.154423,1.0,1.0
1564=>39,1.154423,1.0,1.0
39=>1564,1.154423,1.0,1.0
1628=>41,0.486757,1.0,1.0
41=>1628,0.486757,1.0,1.0
1679=>39,1.154423,1.0,1.0
39=>1679,1.154423,1.0,1.0
39=>1697,0.5782109999999999,1.0,1.0
1697=>39,0.5782109999999999,1.0,1.0
1710=>41,0.486757,1.0,1.0
41=>1710,0.486757,1.0,1.0
48=>1710,1.255373,1.0,1.0
1710=>48,1.255373,1.0,1.0
48=>1710-41,1.010995,1.0,1.0
1710=>48-41,0.244378,1.0,1.0
41=>48-1710,0.242379,1.0,1.0
48-1710=>41,0.242379,1.0,1.0
48-41=>1710,0.244378,1.0,1.0
1710-41=>48,1.010995,1.0,1.0
39=>1740,0.5782109999999999,1.0,1.0
1740=>39,0.5782109999999999,1.0,1.0
39=>1746,0.5782109999999999,1.0,1.0
1746=>39,0.5782109999999999,1.0,1.0
1787=>39,1.154423,1.0,1.0
39=>1787,1.154423,1.0,1.0
1803=>39,1.154423,1.0,1.0
39=>1803,1.154423,1.0,1.0
48=>1866,1.0129940000000002,1.0,1.0
1866=>48,1.0129940000000002,1.0,1.0
1882=>39,1.154423,1.0,1.0
39=>1882,1.154423,1.0,1.0
1951=>39,1.154423,1.0,1.0
39=>1951,1.154423,1.0,1.0
48=>1964,1.0129940000000002,1.0,1.0
1964=>48,1.0129940000000002,1.0,1.0
48=>1972,1.0129940000000002,1.0,1.0
1972=>48,1.0129940000000002,1.0,1.0
48=>2002,1.0129940000000002,1.0,1.0
2002=>48,1.0129940000000002,1.0,1.0
2011=>41,0.921539,1.0,1.0
41=>2011,0.921539,1.0,1.0
2011=>48,1.690155,1.0,1.0
48=>2011,1.690155,1.0,1.0
2011=>48-41,0.67916,1.0,1.0
48=>2011-41,1.010995,1.0,1.0
41=>2011-48,0.242379,1.0,1.0
2011-48=>41,0.242379,1.0,1.0
2011-41=>48,1.010995,1.0,1.0
48-41=>2011,0.67916,1.0,1.0
39=>2097,0.5782109999999999,1.0,1.0
2097=>39,0.5782109999999999,1.0,1.0
39=>2263,0.5782109999999999,1.0,1.0
2263=>39,0.5782109999999999,1.0,1.0
